Symbol,Name,Industry,IndustryCode
PSF,Cohen & Steers Select Preferred and Income Fund Inc,다양한 금융서비스,555010
FEI,First Trust MLP and Energy Income Fund,다양한 금융서비스,555010
TINV,Tiga Acquisition Corp,기타 금융업,556010
DNZ,D and Z Media Acquisition Corp Class A,기타 금융업,556010
AMPI,Advanced Merger Partners Inc Class A,기타 금융업,556010
NS PR B,NuStar Energy LP PRF,오일 및 가스 장비 및 서비스,501030
ICNC.U,Iconic Sports Acquisition Units,기타 금융업,556010
SAN PR B,Banco Santander SA PRF,은행,551010
ROSS.U,Ross Acquisition II Units,기타 금융업,556010
PSPC.U,Post Holdings Partnering Units,기타 금융업,556010
WPCA,Warburg Pincus Capital I-A Corp Class A,기타 금융업,556010
EOT,Eaton Vance National Municipal Opportunities Trust,다양한 금융서비스,555010
ESGC,Eros STX Global Corp Class A,미디어 및 출판,533020
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,다양한 금융서비스,555010
FRXB.U,Forest Road Acquisition II Units,기타 금융업,556010
AEL PR B,American Equity Investment Life Holding Co ADR,보험,553010
CCAC,CITIC Capital Acquisition Corp Class A,기타 금융업,556010
ACII.U,Atlas Crest Investment II Units,기타 금융업,556010
SLAC.U,Social Leverage Acquisition Units,기타 금융업,556010
BGH,Barings Global Short Duration High Yield Fund,다양한 금융서비스,555010
TWNI.U,Tailwind International Acquisition Redeemable Units,기타 금융업,556010
SPGS.U,Simon Property Group Acquisition Holdings Units,기타 금융업,556010
STRE,Supernova Partners Acquisition Company III Ltd Class A,기타 금융업,556010
BH,Biglari Holdings Inc Class B,호텔 및 엔터테인먼트,533010
CPSR,Capstar Special Purpose Acquisition Corp Class A,기타 금융업,556010
MACC.U,Mission Advancement Units,기타 금융업,556010
FACT.U,Freedom Acquisition I Units,기타 금융업,556010
LIII,Leo Holdings III Corp Class A,기타 금융업,556010
PSA PR I,Public Storage ADR,주택 및 상업용 리츠,601020
ATHN,Athena Technology Acquisition Corp Class A,기타 금융업,556010
TRTL.U,TortoiseEcofin Acquisition III Units,기타 금융업,556010
CIA,Citizens Inc Class A,보험,553010
FF,FutureFuel Corp,재생에너지,502010
MDH,MDH Acquisition Corp Class A,기타 금융업,556010
GHL,Greenhill & Co Inc,투자은행 및 서비스,551020
JRS,Nuveen Real Estate Income Fund,다양한 금융서비스,555010
NFYS.U,Enphys Acquisition Units,기타 금융업,556010
BORR,Borr Drilling Ltd,오일 및 가스 장비 및 서비스,501030
TYG,Tortoise Energy Infrastructure Corp,다양한 금융서비스,555010
AJX,Great Ajax Corp,주택 및 상업용 리츠,601020
KCGI,Kensington Capital Acquisition Corp V Class A,기타 금융업,556010
TWND.U,Tailwind Acquisition Units,기타 금융업,556010
CFG PR D,Citizens Financial Group Inc ADR,은행,551010
CPTK,Crown PropTech Acquisitions Class A,기타 금융업,556010
EPWR,Empowerment & Inclusion Capital I Corp Class A,기타 금융업,556010
CTO,CTO Realty Growth Inc,부동산 운영 관리,601010
CIM PR B,Chimera Investment Corp PRF,주택 및 상업용 리츠,601020
PICC,Pivotal Investment Corp III Class A,기타 금융업,556010
ADEX,Adit EdTech Acquisition Cor,기타 금융업,556010
VGII.U,Virgin Group Acquisition II Units,기타 금융업,556010
RCS,PIMCO Strategic Income Fund  Inc,투자은행 및 서비스,551020
BEDU,Bright Scholar Education Holdings Ltd ADR,교육서비스,631010
FTEV,FinTech Evolution Acquisition Group Class A,기타 금융업,556010
SAR,Saratoga Investment Corp,투자은행 및 서비스,551020
AENZ,Aenza SAA ADR,건설 및 엔지니어링,522010
VNO PR M,Vornado Realty Trust PRF,주택 및 상업용 리츠,601020
TCI,Transcontinental Realty Investors Inc,주택 및 상업용 리츠,601020
ALL PR I,Allstate Corp ADR,보험,553010
MQT,BlackRock MuniYield Quality Fund II Inc,다양한 금융서비스,555010
MYC,BlackRock Muniyield California Fund Inc,다양한 금융서비스,555010
IPVF,InterPrivate III Financial Partners Inc Class A,기타 금융업,556010
VNO PR N,Vornado Realty Trust PRF,주택 및 상업용 리츠,601020
MTAL,Metals Acquisition Corp Class A,기타 금융업,556010
WIA,Western Asset Inflation-Linked Income Fund,다양한 금융서비스,555010
RKTA,Rocket Internet Growth Opportunities Corp Class A,기타 금융업,556010
MCI,Barings Corporate Investors,다양한 금융서비스,555010
SCE PR J,SCE Trust IV PRF,은행,551010
CVEO,Civeo Corp,부동산 운영 관리,601010
CLAA.U,Colonnade Acquisition II Units,기타 금융업,556010
GOTU,Gaotu Techedu Inc ADR,교육서비스,631010
DBRG PR J,Digitalbridge Group Inc PRF,주택 및 상업용 리츠,601020
APO PR B,Apollo Global Management Inc PRF,투자은행 및 서비스,551020
PIAI.U,Prime Impact Acquisition I Units Class A,기타 금융업,556010
MIC,Macquarie Infrastructure Holdings LLC,운송 인프라,524070
STON,Stonemor Inc,"개인, 가정 용품 및 서비스",542010
BAC PR E,Bank of America Corp ADR,은행,551010
NR,Newpark Resources Inc,오일 및 가스 장비 및 서비스,501030
MVT,BlackRock MuniVest Fund II Inc,다양한 금융서비스,555010
POND,Angel Pond Holdings Corp Class A,기타 금융업,556010
SJT,San Juan Basin Royalty Trust Unit,오일 및 가스,501020
HTPA.U,Highland Transcend Partners I Units,기타 금융업,556010
BSN.U,Broadstone Acquisition Units,기타 금융업,556010
FST.U,FAST Acquisition Units,기타 금융업,556010
FRC PR I,First Republic Bank ADR,은행,551010
NLS,Nautilus Inc,레저 상품,532050
ISOS,Isos Acquisition Corp Class A,기타 금융업,556010
GF,New Germany Fund Inc,다양한 금융서비스,555010
VPV,Invesco Pennsylvania Value Municipal Income Trust,다양한 금융서비스,555010
IPVA,InterPrivate II Acquisition Corp Class A,기타 금융업,556010
EMO,Clearbridge Energy Midstream Opportunity Fund Inc,다양한 금융서비스,555010
IVAN.U,Ivanhoe Capital Acquisition Units,기타 금융업,556010
ZME,Zhangmen Education Inc ADR,교육서비스,631010
PSA PR G,Public Storage ADR,주택 및 상업용 리츠,601020
IACC,Ion Acquisition Corp 3 Ltd Class A,기타 금융업,556010
VPCC,VPC Impact Acquisition Holdings III Inc Class A,기타 금융업,556010
FCT,First Trust Senior Floating Rate Income Fund II,다양한 금융서비스,555010
PSA PR H,Public Storage ADR,주택 및 상업용 리츠,601020
FST,FAST Acquisition Corp Class A,기타 금융업,556010
WAL PR A,Western Alliance Bancorp ADR,은행,551010
IRS,IRSA Inversiones y Representaciones SA ADR,통신 서비스,574010
CRU,Crucible Acquisition Corp Class A,기타 금융업,556010
CLAS,Class Acceleration Corp Class A,기타 금융업,556010
NL,NL Industries Inc,"건설장비 및 대형차, 기차, 배",521020
IACB,Ion Acquisition Corp 2 Ltd Class A,기타 금융업,556010
ANAC.U,Arctos Northstar Acquisition Units,기타 금융업,556010
MUE,BlackRock MuniHoldings Quality Fund II Inc,다양한 금융서비스,555010
CDR,Cedar Realty Trust Inc,주택 및 상업용 리츠,601020
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,다양한 금융서비스,555010
SCE PR K,SCE Trust V PRF,은행,551010
PCK,PIMCO California Municipal Income Fund II,다양한 금융서비스,555010
HPX,HPX Corp Class A,기타 금융업,556010
IIF,Morgan Stanley India Investment Fund Inc,다양한 금융서비스,555010
FOA,Finance of America Companies Inc Class A,은행,551010
VHC,VirnetX Holding Corp,소프트웨어 및 IT서비스,572010
LOKM,Live Oak Mobility Acquisition Corp Class A,기타 금융업,556010
CTAC,Cerberus Telecom Acquisition Corp Class A,기타 금융업,556010
CSTA.U,Constellation Acquisition I Units,기타 금융업,556010
OACB,Oaktree Acquisition II Corp Class A,기타 금융업,556010
VNO PR L,Vornado Realty Trust PRF,주택 및 상업용 리츠,601020
CNDA,Concord Acquisition II Corp Class A,기타 금융업,556010
ASAQ,Atlantic Avenue Acquisition Corp Class A,기타 금융업,556010
BGT,BlackRock Floating Rate Income Trust,다양한 금융서비스,555010
SF PR D,Stifel Financial Corp ADR,투자은행 및 서비스,551020
PUK PR A,Prudential PLC PRF,보험,553010
EQH PR C,Equitable Holdings Inc ADR,투자은행 및 서비스,551020
OCN,Ocwen Financial Corp,은행,551010
SJIV,South Jersey Inds Units,천연가스 유틸리티,591020
AFTR,Afternext Healthtech Acquisition Corp Class A,기타 금융업,556010
PHT,Pioneer High Income Fund Inc,다양한 금융서비스,555010
INAQ,Insight Acquisition Corp Class A,기타 금융업,556010
AHL PR C,Aspen Insurance Holdings Ltd PRF,보험,553010
MBSC.U,M3 Brigade Acquisition III Units,기타 금융업,556010
XPOA.U,DPCM Capital Units,기타 금융업,556010
ACRO.U,Acropolis Infrastructure Acquisition Units,기타 금융업,556010
CLIM,Climate Real Impact Solutions II Acquisition Corp Class A,기타 금융업,556010
MGU,Macquarie Global Infrastructure Total Return Fund Inc,다양한 금융서비스,555010
BKN,BlackRock Investment Quality Municipal Trust Inc,다양한 금융서비스,555010
NUW,Nuveen Amt-Free Municipal Value Fund,다양한 금융서비스,555010
NXU.U,Novus Capital II Units,기타 금융업,556010
VNO PR O,Vornado Realty Trust PRF,주택 및 상업용 리츠,601020
TWO PR C,Two Harbors Investment Corp PRF,주택 및 상업용 리츠,601020
CHAA.U,Catcha Investment Units,기타 금융업,556010
ESM.U,ESM Acquisition Units,기타 금융업,556010
EXPR,Express Inc,전문품 상점,534030
TWO PR B,Two Harbors Investment Corp PRF,주택 및 상업용 리츠,601020
IVR PR C,Invesco Mortgage Capital Inc PRF,주택 및 상업용 리츠,601020
NGL,NGL Energy Partners LP Unit,오일 및 가스,501020
BGR,Blackrock Energy and Resources Trust,다양한 금융서비스,555010
GLOP,GasLog Partners LP Unit,오일 및 가스 장비 및 서비스,501030
MIXT,MIX Telematics Ltd ADR,소프트웨어 및 IT서비스,572010
TVC,Tennessee Valley Authority PRF,전기 유틸리티,591010
MFM,MFS Municipal Income Trust,다양한 금융서비스,555010
NUO,Nuveen Ohio Quality Municipal Income Fund,다양한 금융서비스,555010
WARR,Warrior Technologies Acquisition Co Class A,기타 금융업,556010
PHD,Pioneer Floating Rate Fund Inc,다양한 금융서비스,555010
NGVC,Natural Grocers By Vitamin Cottage Inc,전문품 상점,534030
WRAC.U,Williams Rowland Acquisition Units,기타 금융업,556010
NCA,Nuveen California Municipal Value Fund Inc,다양한 금융서비스,555010
FACA.U,Figure Acquisition Redeemable Units,기타 금융업,556010
BTE,Baytex Energy Corp,오일 및 가스,501020
MSB,Mesabi Trust,메탈&마이닝,512010
TVE,Tennessee Valley Authority PRF,전기 유틸리티,591010
PSA PR F,Public Storage ADR,주택 및 상업용 리츠,601020
DBL,Doubleline Opportunistic Credit Fund,다양한 금융서비스,555010
KCGI.U,Kensington Capital Acquisition V Units,기타 금융업,556010
FLME.U,Flame Acquisition Units,기타 금융업,556010
CCAC.U,CITIC Capital Acquisition Corp Unit,기타 금융업,556010
SBII,Sandbridge X2 Corp Class A,기타 금융업,556010
TINV.U,Tiga Acquisition Units Class A,기타 금융업,556010
HUGS.U,USHG Acquisition Units,기타 금융업,556010
DBRG PR H,Digitalbridge Group Inc PRF,주택 및 상업용 리츠,601020
MIO,Pioneer Municipal High Income Opportunities Fund Inc,다양한 금융서비스,555010
PSA PR N,Public Storage ADR,주택 및 상업용 리츠,601020
CPSR.U,Capstar Special Purpose Acquisition Corp Unit,기타 금융업,556010
MAV,Pioneer Municipal High Income Advantage Fund Inc,다양한 금융서비스,555010
SCE PR H,SCE Trust III PRF,은행,551010
DNZ.U,D Z Media Acquisition Units,기타 금융업,556010
DTY,DTE Energy Co PRF,전기 유틸리티,591010
PKE,Park Aerospace Corp,우주항공 및 국방,521010
APO PR A,Apollo Global Management Inc PRF,투자은행 및 서비스,551020
CORS,Corsair Partnering Corp Class A,기타 금융업,556010
CAS,Cascade Acquisition Corp Class A,기타 금융업,556010
TACA,Trepont Acquisition I Corp Class A,기타 금융업,556010
BML PR H,Bank of America Corp ADR,은행,551010
SCVX,SCVX Corp Class A,기타 금융업,556010
STRE.U,Supernova Partners Acquisition III Units,기타 금융업,556010
WRAC,Williams Rowland Acquisition Corp,기타 금융업,556010
NRZ PR B,New Residential Investment Corp PRF,주택 및 상업용 리츠,601020
HCHC,HC2 Holdings Inc,복합 기업,544010
NPV,Nuveen Virginia Quality Municipal Income Fund,투자은행 및 서비스,551020
AMPI.U,Advanced Merger Partners Units,기타 금융업,556010
EMF,Templeton Emerging Markets Fund Inc,투자은행 및 서비스,551020
CNDA.U,Concord Acquisition II Units,기타 금융업,556010
WPCA.U,Warburg Pincus Capital I A Units,기타 금융업,556010
MDH.U,MDH Acquisition Units,기타 금융업,556010
MHI,Pioneer Municipal High Income Fund Inc,다양한 금융서비스,555010
KIM PR M,Kimco Realty Corp ADR,주택 및 상업용 리츠,601020
SR PR A,Spire Inc ADR,천연가스 유틸리티,591020
OSI,Osiris Acquisition Corp Class A,기타 금융업,556010
LIII.U,Leo Holdings III Units,기타 금융업,556010
TMAC,Music Acquisition Corp Class A,기타 금융업,556010
BOAS,BOA Acquisition Corp Class A,기타 금융업,556010
BMAC.U,Black Mountain Acquisition Units,기타 금융업,556010
CORS.U,Corsair Partnering Units,기타 금융업,556010
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc,다양한 금융서비스,555010
GOGN.U,GoGreen Investments Units,기타 금융업,556010
MG,Mistras Group Inc,오일 및 가스,501020
ADEX.U,Adit EdTech Acquisition Redeemable Units,기타 금융업,556010
GSQD,G Squared Ascend I Inc Class A,기타 금융업,556010
NXQ,Nuveen Select Tax-Free Income Portfolio 2,투자은행 및 서비스,551020
AHL PR D,Aspen Insurance Holdings Ltd PRF,보험,553010
WARR.U,Warrior Technologies Acquisition Company Units,기타 금융업,556010
CRD.A,Crawford & Co Class A,보험,553010
SCM,Stellus Capital Investment Corp,다양한 금융서비스,555010
EPWR.U,Empowerment Inclusion Capital I Units,기타 금융업,556010
NXP,Nuveen Select Tax-Free Income Portfolio,투자은행 및 서비스,551020
TSI,TCW Strategic Income Fund Inc,투자은행 및 서비스,551020
CPTK.U,Crown PropTech Acquisitions Units,기타 금융업,556010
JCE,Nuveen Core Equity Alpha Fund,다양한 금융서비스,555010
TWN,Taiwan Fund Inc,투자은행 및 서비스,551020
ISOS.U,Isos Acquisition Units,기타 금융업,556010
PICC.U,Pivotal Investment III Units,기타 금융업,556010
PSTL,Postal Realty Trust Inc Class A,주택 및 상업용 리츠,601020
ODC,Oil-Dri Corporation of America,"개인, 가정 용품 및 서비스",542010
AL PR A,Air Lease Corp PRF,전문 및 상업 서비스,522030
EGGF,EG Acquisition Corp Class A,기타 금융업,556010
FTEV.U,FinTech Evolution Acquisition Group Units,기타 금융업,556010
WRB PR G,W R Berkley Corp PRF,보험,553010
BACA.U,Berenson Acquisition I Units,기타 금융업,556010
FZT,FAST Acquisition II Corp Class A,기타 금융업,556010
RNR PR F,Renaissancere Holdings Ltd ADR,보험,553010
CHN,China Fund Inc,다양한 금융서비스,555010
ATHN.U,Athena Technology Acquisition Units,기타 금융업,556010
HBB,Hamilton Beach Brands Holding Co Class A,전문품 상점,534030
VTN,Invesco Trust for Investment Grade New York Municipals,투자은행 및 서비스,551020
TWOA,Two Class A,기타 금융업,556010
RKTA.U,Rocket Internet Growth Opportunities Units,기타 금융업,556010
EQHA,EQ Health Acquisition Corp Class A,기타 금융업,556010
OCA.U,Omnichannel Acquisition Units,기타 금융업,556010
PIPP,Pine Island Acquisition Corp Class A,기타 금융업,556010
LGI,Lazard Global Total Return and Income Fund Inc,다양한 금융서비스,555010
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc,다양한 금융서비스,555010
YRD,Yiren Digital Ltd ADR,소프트웨어 및 IT서비스,572010
MFA PR C,MFA Financial Inc PRF,주택 및 상업용 리츠,601020
AHL PR E,Aspen Insurance Holdings Ltd ADR,보험,553010
MTAL.U,Metals Acquisition Units,기타 금융업,556010
SCD,LMP Capital And Income Fund Inc,다양한 금융서비스,555010
EMP,Entergy Mississippi LLC PRF,전기 유틸리티,591010
POND.U,Angel Pond Holdings Units,기타 금융업,556010
VPCC.U,VPC Impact Acquisition Holdings III Units,기타 금융업,556010
IPVF.U,InterPrivate III Financial Partners Units,기타 금융업,556010
ALP PR Q,Alabama Power Co PRF,전기 유틸리티,591010
PEB PR H,Pebblebrook Hotel Trust PRF,주택 및 상업용 리츠,601020
IPVA.U,InterPrivate II Acquisition Units,기타 금융업,556010
FBRT PR E,Franklin BSP Realty Trust Inc PRF,주택 및 상업용 리츠,601020
TRCA,Twin Ridge Capital Acquisition Corp Class A,기타 금융업,556010
BLUA,Blueriver Acquisition Corp Class A,기타 금융업,556010
DS,Drive Shack Inc,호텔 및 엔터테인먼트,533010
CRU.U,Crucible Acquisition Units,기타 금융업,556010
CLAS.U,Class Acceleration Redeemable Units,기타 금융업,556010
FINS,Angel Oak Financial Strategies Income Term Trust,다양한 금융서비스,555010
NETI,Eneti Inc,화물 및 물류 서비스,524050
HPX.U,HPX Corp Unit,기타 금융업,556010
BBW,Build-A-Bear Workshop Inc,전문품 상점,534030
CIM PR C,Chimera Investment Corp PRF,주택 및 상업용 리츠,601020
UMH PR C,UMH Properties Inc PRF,주택 및 상업용 리츠,601020
DHX,DHI Group Inc,전문 및 상업 서비스,522030
OAK PR B,Oaktree Capital Group LLC PRF,투자은행 및 서비스,551020
OCA,Omnichannel Acquisition Corp Class A,기타 금융업,556010
IACB.U,Ion Acquisition 2 Units,기타 금융업,556010
CSLT,Castlight Health Inc Class B,헬스케어 장비 및 용품,561010
DWIN,Delwinds Insurance Acquisition Corp Class A,기타 금융업,556010
CTAC.U,Cerberus Telecom Acq Units,기타 금융업,556010
PUK PR,Prudential PLC PRF,보험,553010
ASAQ.U,Atlantic Avenue Acquisition Units,기타 금융업,556010
OACB.U,Oaktree Acquisition II Units,기타 금융업,556010
CNDB.U,Concord Acquisition III Units,기타 금융업,556010
PMT PR C,PennyMac Mortgage Investment Trust PRF,주택 및 상업용 리츠,601020
RRAC.U,Rigel Resource Acquisition Units,기타 금융업,556010
AFT,Apollo Senior Floating Rate Fund Inc,다양한 금융서비스,555010
EOD,Wells Fargo Global Dividend Opportunity Fund,다양한 금융서비스,555010
XYF,X Financial ADR,은행,551010
JOF,Japan Smaller Capitalization Fund Inc,다양한 금융서비스,555010
QFTA,Quantum FinTech Acquisition Corp,기타 금융업,556010
AFTR.U,AfterNext HealthTech Acquisition Redeemable Units Class A,기타 금융업,556010
BITE,Bite Acquisition Corp,기타 금융업,556010
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,다양한 금융서비스,555010
PEB PR G,Pebblebrook Hotel Trust PRF,주택 및 상업용 리츠,601020
OPA,Magnum Opus Acquisition Ltd Class A,기타 금융업,556010
PZC,PIMCO California Municipal Income Fund Iii,다양한 금융서비스,555010
EGY,VAALCO Energy Inc,오일 및 가스,501020
DMYS.U,dMY Technology Group VI Units,기타 금융업,556010
WQGA,World Quantum Growth Acquisition Corp Class A,기타 금융업,556010
ACAQ.U,Athena Consumer Acquisition Units,기타 금융업,556010
UPH,Uphealth Inc,소프트웨어 및 IT서비스,572010
PDO,PIMCO Dynamic Income Opportunities Fund,다양한 금융서비스,555010
CLIM.U,Climate Real Impact Solutions II Acquisition Units,기타 금융업,556010
BGSX,Build Acquisition Corp Class A,기타 금융업,556010
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust,다양한 금융서비스,555010
DHF,BNY Mellon High Yield Strategies Fund,다양한 금융서비스,555010
ETX,Eaton Vance Municipal Income 2028 Term Trust,다양한 금융서비스,555010
WAVC,Waverley Capital Acquisition Corp 1 Class A,기타 금융업,556010
FLC,Flaherty & Crumrine Total Return Fund Inc,다양한 금융서비스,555010
PSB PR X,PS Business Parks Inc ADR,주택 및 상업용 리츠,601020
SLG PR I,SL Green Realty Corp PRF,주택 및 상업용 리츠,601020
GIA.U,GigCapital5 Units,기타 금융업,556010
PSA PR M,Public Storage ADR,주택 및 상업용 리츠,601020
IHIT,Invesco High Income 2023 Target Term Fund,다양한 금융서비스,555010
QUAD,Quad/Graphics Inc Class A,전문 및 상업 서비스,522030
PSA PR J,Public Storage ADR,주택 및 상업용 리츠,601020
INAQ.U,Insight Acquisition Units,기타 금융업,556010
HYB,New America High Income Fund Inc,다양한 금융서비스,555010
EVG,Eaton Vance Short Duration Diversified Income Fund,다양한 금융서비스,555010
SCVX.U,SCVX Corp Unit,기타 금융업,556010
SBG,Sandbridge Acquisition Corp Class A,기타 금융업,556010
SONX,Sonendo Inc,헬스케어 장비 및 용품,561010
OPP,Rivernorth/Doubleline Strategic Opportunity Fund Inc,다양한 금융서비스,555010
SBII.U,Sandbridge X2 Units,기타 금융업,556010
TACA.U,Trepont Acquisition Redeemable Units Class A,기타 금융업,556010
KCAC,Kensington Capital Acquisition Corp II Class A,기타 금융업,556010
MOG.B,Moog Inc Class B,우주항공 및 국방,521010
INSI,Insight Select Income Fund,다양한 금융서비스,555010
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc,다양한 금융서비스,555010
IH,Ihuman Inc ADR,소프트웨어 및 IT서비스,572010
CAS.U,Cascade Acquisition Units,기타 금융업,556010
IVH,Delaware Ivy High Income Opportunities Fund,다양한 금융서비스,555010
FLAG.U,First Light Acquisition Group Units,기타 금융업,556010
DLR PR K,Digital Realty Trust Inc PRF,주택 및 상업용 리츠,601020
FLYA.U,Soar Technology Acquisition Units,기타 금융업,556010
CMCM,Cheetah Mobile Inc ADR,소프트웨어 및 IT서비스,572010
VBF,Invesco Bond Fund,다양한 금융서비스,555010
GGT,Gabelli Multimedia Trust Inc,다양한 금융서비스,555010
GRX,Gabelli Healthcare & WellnessRx Trust,다양한 금융서비스,555010
TSQ,Townsquare Media Inc Class A,미디어 및 출판,533020
ABR PR D,Arbor Realty Trust Inc PRF,주택 및 상업용 리츠,601020
NSA PR A,National Storage Affiliates Trust PRF,주택 및 상업용 리츠,601020
KIM PR L,Kimco Realty Corp ADR,주택 및 상업용 리츠,601020
FIF,First Trust Energy Infrastructure Fund,다양한 금융서비스,555010
DSAQ.U,Direct Selling Acquisition Units,기타 금융업,556010
NC,NACCO Industries Inc Class A,석유,501010
AIF,Apollo Tactical Income Fund Inc,다양한 금융서비스,555010
UTI,Universal Technical Institute Inc,비즈니스교육,631030
TMAC.U,Music Acquisition Units,기타 금융업,556010
LCW.U,Learn CW Investment Units,기타 금융업,556010
CMS PR C,CMS Energy Corp ADR,복합 유틸리티,591040
NSL,Nuveen Senior Income Fund,다양한 금융서비스,555010
FVT.U,Fortress Value Acquisition III Units,기타 금융업,556010
OSI.U,Osiris Acquisition Units,기타 금융업,556010
UGIC,UGI Units,천연가스 유틸리티,591020
HWKZ.U,Hawks Acquisition Units,기타 금융업,556010
ATCO PR H,Atlas Corp PRF,화물 및 물류 서비스,524050
BOAS.U,BOA Acquisition Units,기타 금융업,556010
EHI,Western Asset Global High Income Fund Inc,다양한 금융서비스,555010
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,다양한 금융서비스,555010
FDEU,First Trust Dynamic Europe Equity Income Fund,다양한 금융서비스,555010
MXF,Mexico Fund Inc,다양한 금융서비스,555010
SF PR C,Stifel Financial Corp ADR,투자은행 및 서비스,551020
JUN.U,Juniper II Units,기타 금융업,556010
BSL,Blackstone Senior Floating Rate Term Fund,다양한 금융서비스,555010
SRT,Startek Inc,전문 및 상업 서비스,522030
FLAG,First Light Acquisition Group Inc Class A,기타 금융업,556010
NXR,Nuveen Select Tax Free Income Portfolio 3,투자은행 및 서비스,551020
IDE,Voya Infrastructure Industrials and Materials Fund,다양한 금융서비스,555010
NS PR A,NuStar Energy LP PRF,오일 및 가스 장비 및 서비스,501030
APRN,Blue Apron Holdings Inc Class A,식품 및 담배,541020
EP PR C,El Paso Energy Capital Trust I Convertible Preference Shares,은행,551010
EGGF.U,EG Acquisition Units,기타 금융업,556010
SCE PR G,SCE Trust II PRF,기타 금융업,556010
FZT.U,Fast Acquisition II Units,기타 금융업,556010
DDT,Dillard's Capital Trust I PRF,은행,551010
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,다양한 금융서비스,555010
PIPP.U,Pine Island Acquisition Redeemable Units Class A,기타 금융업,556010
BML PR J,Bank of America Corp ADR,은행,551010
EQHA.U,EQ Health Acquisition Units,기타 금융업,556010
NYCB PR U,New York Community Capital Trust V Unit,은행,551010
PRE PR J,PartnerRe Ltd PRF,보험,553010
LNFA,L&F Acquisition Corp Class A,기타 금융업,556010
GAPA,G&P Acquisition Corp Class A,기타 금융업,556010
RIV,RiverNorth Opportunities Fund Inc,다양한 금융서비스,555010
PMVC,PMV Consumer Acquisition Corp Class A,기타 금융업,556010
PSA PR K,Public Storage ADR,주택 및 상업용 리츠,601020
SMLP,Summit Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
CIT PR B,CIT Group Inc PRF,은행,551010
JDD,Nuveen Diversified Dividend and Income Fund,다양한 금융서비스,555010
BEP PR A,Brookfield Renewable Partners LP PRF,전기 유틸리티,591010
WAVC.U,Waverley Capital Acquisition 1 Units,기타 금융업,556010
PINE,Alpine Income Property Trust Inc,주택 및 상업용 리츠,601020
TRCA.U,Twin Ridge Capital Acquisition Units,기타 금융업,556010
OPA.U,Magnum Opus Acquisition Units,기타 금융업,556010
PSB PR Y,PS Business Parks Inc ADR,주택 및 상업용 리츠,601020
SQNS,Sequans Communications SA ADR,반도체 및 반도체 장비,571010
SNV PR D,Synovus Financial Corp PRF,은행,551010
MPA,BlackRock Muniyield Pennsylvania Quality Fund,다양한 금융서비스,555010
JAX,J Alexanders Holdings Inc,호텔 및 엔터테인먼트,533010
NGC,Northern Genesis Acquisition III Corp,기타 금융업,556010
DLR PR J,Digital Realty Trust Inc PRF,주택 및 상업용 리츠,601020
DWIN.U,Delwinds Ins Acq Units,기타 금융업,556010
GFOR,Graf Acquisition Corp IV,기타 금융업,556010
PMT PR B,PennyMac Mortgage Investment Trust PRF,주택 및 상업용 리츠,601020
CIM PR D,Chimera Investment Corp PRF,주택 및 상업용 리츠,601020
HGLB,Highland Global Allocation Fund,다양한 금융서비스,555010
BWG,Brandywineglobal Global Income Opportunities Fund Inc,다양한 금융서비스,555010
WQGA.U,World Quantum Growth Acquisition Units,기타 금융업,556010
KF,Korea Fund Inc,다양한 금융서비스,555010
BSAQ,Black Spade Acquisition Co Class A,기타 금융업,556010
MITT,AG Mortgage Investment Trust Inc,주택 및 상업용 리츠,601020
FRC PR H,First Republic Bank ADR,은행,551010
FT,Franklin Universal Trust,다양한 금융서비스,555010
PIM,Putnam Master Intermediate Income Trust,투자은행 및 서비스,551020
GAPA.U,G P Acquisition Units,기타 금융업,556010
MLP,Maui Land & Pineapple Company Inc,부동산 운영 관리,601010
MFA PR B,MFA Financial Inc PRF,주택 및 상업용 리츠,601020
BIP PR B,Brookfield Infrastructure Partners PFD Units,복합 기업,544010
ABR PR F,Arbor Realty Trust Inc PRF,주택 및 상업용 리츠,601020
PHYT.U,Pyrophyte Acquisition Units,기타 금융업,556010
GS PR C,Goldman Sachs Group Inc ADR,투자은행 및 서비스,551020
BIP PR A,Brookfield Infrastructure 5 125 Class A Limited Partnership Pref Units Series 13,복합 기업,544010
PGSS.U,Pegasus Digital Mobility Acquisition Units,기타 금융업,556010
SUPV,Grupo Supervielle SA ADR,은행,551010
TEAF,Ecofin Sustainable and Social Impact Term Fund,다양한 금융서비스,555010
LOKM.U,Live Oak Mobility Acquisition Units,기타 금융업,556010
GAM PR B,General American Investors Co Inc PRF,다양한 금융서비스,555010
TRIS.U,Tristar Acquisition I Units,기타 금융업,556010
BGSX.U,Build Acquisition Units,기타 금융업,556010
CEE,Central and Eastern Europe Fund Inc,다양한 금융서비스,555010
SI PR A,Silvergate Capital Corp ADR,은행,551010
